nupdates,serial_timesteps,time_elapsed,fps,value_loss,policy_entropy,approxkl,explained_variance,policy_loss,total_timesteps,eprewmean,eplenmean,clipfrac
592,888000,2447.0465281009674,306,777.9864,0.10111803,0.0001579165,0.5501428544521332,-0.00020674925,888000,582.558237,625.0,0.00013333333
593,889500,2451.462557077408,339,63757.863,0.17330456,0.00017042164,-0.0019800662994384766,-0.000119154945,889500,-9946.092543,984.0,0.0015333333
594,891000,2456.285936355591,311,539.68585,0.09465663,5.8707363e-05,0.6606421172618866,-9.9431025e-05,891000,368.648748,653.0,0.0
595,892500,2460.778058052063,333,1334.7694,0.08403366,1.00372845e-05,0.4340561032295227,-1.525875e-06,892500,-84.339147,595.0,0.0
596,894000,2465.2792077064514,333,886.5424,0.12830514,0.002289964,0.4857088327407837,-0.0028150848,894000,375.649217,617.0,0.025466656
597,895500,2469.9854543209076,318,8516.996,0.21751079,0.0006322851,0.09973007440567017,-0.0012052977,895500,325.293365,623.0,0.004133333
598,897000,2474.4419305324554,336,87414.51,0.20569915,0.0010252882,-0.014989495277404785,-0.0006267401,897000,-69.317383,1078.0,0.009666664
599,898500,2478.94264626503,333,98.8923,0.1081137,0.0004562199,0.823688417673111,-0.0019079786,898500,83.676589,753.0,0.006066665
600,900000,2483.838296175003,306,5126.063,0.09958203,0.00013166762,0.16855067014694214,-0.00047708352,900000,407.494835,598.0,0.0
601,901500,2488.297533273697,336,1319.9354,0.12860027,0.00046129295,0.20404833555221558,-0.00029716583,901500,-93.183355,633.0,0.005866666
602,903000,2493.2968468666077,300,789.1693,0.2039024,0.0021870942,0.4816650152206421,-0.0021672777,903000,-82.107057,734.0,0.03419999
603,904500,2498.47408246994,289,93805.17,0.17956306,0.00076103216,6.80685043334961e-05,-0.00044797652,904500,-1639.184105,1035.0,0.010866667
604,906000,2503.2345712184906,315,1103.1272,0.11314109,0.00012839254,0.4357605576515198,-0.00029643264,906000,414.765161,670.0,6.666667e-05
605,907500,2508.1593675613403,304,46460.29,0.15247633,0.0007914208,0.004159867763519287,-0.0013320781,907500,-6507.487963,1012.0,0.008466665
