steps,episode,episode steps,reward,loss,mse,mean_q,test episode,test reward,test steps,test steps(s)
263539/500000,1112,673,77.405,5.638436,91.784592,5.870575,,,,
263909/500000,1113,370,63.302,7.242376,88.265968,5.823498,,,,
264412/500000,1114,503,25.243,6.156411,92.990402,5.722635,,,,
265414/500000,1115,1002,330.786,6.188404,93.415833,5.706598,,,,
266416/500000,1116,1002,337.717,6.338549,92.87146,5.855107,,,,
266760/500000,1117,344,9.627,5.416252,88.534103,5.94601,,,,
267111/500000,1118,351,-17.243,5.182344,93.094276,5.822248,,,,
267495/500000,1119,384,1.93,6.153044,95.992897,5.789985,,,,
267889/500000,1120,394,0.274,5.698551,91.623741,5.858438,,,,
268658/500000,1121,769,138.459,5.414217,93.072609,5.776287,,,,
268929/500000,1122,271,-46.349,4.87396,92.056717,5.851646,,,,
269931/500000,1123,1002,341.457,6.088637,91.123146,5.860642,,,,
270933/500000,1124,1002,335.007,5.428504,91.906837,5.978994,,,,
271935/500000,1125,1002,323.009,6.693231,92.771523,6.100245,,,,
272353/500000,1126,418,4.951,5.503657,92.024155,6.109478,,,,
272547/500000,1127,194,-43.406,5.794739,93.224548,6.101602,,,,
272747/500000,1128,200,-29.143,4.032162,85.594688,6.169521,,,,
273473/500000,1129,726,176.587,6.538014,93.814987,5.992524,,,,
273616/500000,1130,143,-63.589,2.221072,91.943169,6.073776,,,,
273681/500000,1131,65,-95.651,11.243634,94.659248,6.284485,,,,
274199/500000,1132,518,61.349,3.798026,89.602043,6.161283,,,,
274838/500000,1133,639,118.978,5.998228,92.402603,6.092096,,,,
275584/500000,1134,746,116.566,3.603929,89.898918,6.113509,,,,
275915/500000,1135,331,-14.601,5.844947,97.422386,6.053389,,,,
276917/500000,1136,1002,293.674,3.935012,91.942184,6.206412,,,,
277183/500000,1137,266,-35.626,5.229941,94.281395,6.132994,,,,
277347/500000,1138,164,-55.906,7.766713,92.185638,6.250298,,,,
277556/500000,1139,209,-32.114,5.571103,89.94883,6.212641,,,,
278047/500000,1140,491,48.038,7.744685,93.758163,6.166551,,,,
279049/500000,1141,1002,292.148,6.348808,92.268684,6.220502,,,,
279644/500000,1142,595,91.06,5.850746,90.744339,6.39121,,,,
279896/500000,1143,252,-35.139,4.900734,91.608383,6.178577,,,,
280070/500000,1144,174,-51.588,6.273978,94.334396,6.166718,,,,
280630/500000,1145,560,74.629,5.764134,91.954506,6.518036,,,,
280804/500000,1146,174,-59.202,5.388568,86.998184,6.715098,,,,
281007/500000,1147,203,-45.527,3.782228,87.459763,6.610397,,,,
281300/500000,1148,293,-15.023,6.764707,93.346062,6.497835,,,,
281711/500000,1149,411,2.41,6.950606,99.236778,6.309149,,,,
282034/500000,1150,323,-26.544,5.702474,91.054611,6.640321,,,,
283036/500000,1151,1002,300.728,4.013141,88.933197,6.691326,,,,
283876/500000,1152,840,160.686,6.417821,90.66851,6.710101,,,,
284165/500000,1153,289,-40.061,2.648891,87.709839,6.852216,,,,
284668/500000,1154,503,66.089,6.922059,95.806343,6.59951,,,,
285059/500000,1155,391,12.552,5.852701,90.04187,6.692656,,,,
285903/500000,1156,844,178.126,5.393742,90.140266,6.741572,,,,
286067/500000,1157,164,-56.465,6.180373,87.237755,6.894186,,,,
286141/500000,1158,74,-94.851,7.978538,88.860687,6.763714,,,,
286851/500000,1159,710,149.823,5.17402,91.654999,6.716204,,,,
287244/500000,1160,393,5.153,5.680033,90.777023,6.637425,,,,
288246/500000,1161,1002,330.416,7.096881,93.732239,6.701768,,,,
288737/500000,1162,491,45.241,7.218571,91.36499,6.701946,,,,
288965/500000,1163,228,-26.537,4.971229,88.070107,6.845455,,,,
289967/500000,1164,1002,320.603,5.214877,89.971107,6.766476,,,,
290693/500000,1165,726,114.872,5.576234,90.93618,6.96824,,,,
291239/500000,1166,546,82.551,5.762322,92.138885,6.886276,,,,
291308/500000,1167,69,-95.201,2.528821,84.64402,7.241317,,,,
292020/500000,1168,712,117.663,5.668356,89.089424,7.000787,,,,
292477/500000,1169,457,41.623,7.153386,93.231133,6.909441,,,,
293452/500000,1170,975,250.46,5.997879,91.138191,6.980045,,,,
294016/500000,1171,564,123.515,3.489897,90.117371,7.033176,,,,
294161/500000,1172,145,-78.105,4.268248,89.250374,7.159663,,,,
294524/500000,1173,363,-14.716,4.056262,90.102028,6.925924,,,,
294557/500000,1174,33,-98.222,0.44634,89.317665,7.309795,,,,
294847/500000,1175,290,-13.365,4.232654,90.033325,7.028197,,,,
295507/500000,1176,660,92.601,5.243897,88.964081,7.05858,,,,
296000/500000,1177,493,32.289,4.976667,93.549805,6.925575,,,,
296281/500000,1178,281,-42.114,8.693213,96.284668,6.824886,,,,
296557/500000,1179,276,-8.946,8.509544,94.873215,6.958899,,,,
296810/500000,1180,253,-33.562,5.878586,92.865913,6.879814,,,,
297076/500000,1181,266,-39.621,5.48505,88.577835,6.920164,,,,
297436/500000,1182,360,23.896,4.132718,91.57196,6.976434,,,,
298438/500000,1183,1002,340.519,7.244808,94.126152,6.927898,,,,
298861/500000,1184,423,33.193,5.026657,91.633247,6.920898,,,,
299816/500000,1185,955,205.604,6.747268,95.237022,6.913575,,,,
300818/500000,1186,1002,346.068,5.461379,93.564369,7.207161,,,,
301461/500000,1187,643,83.957,7.00947,96.006645,7.2051,,,,
302172/500000,1188,711,97.829,8.814022,97.888924,7.297647,,,,
302723/500000,1189,551,75.323,5.767271,94.779732,7.320093,,,,
303067/500000,1190,344,-8.59,8.328819,94.596291,7.339592,,,,
304069/500000,1191,1002,371.936,5.382507,94.949211,7.237712,,,,
304447/500000,1192,378,10.773,5.58353,95.231583,7.250299,,,,
304547/500000,1193,100,-90.1,5.124987,96.607697,7.273046,,,,
305025/500000,1194,478,51.439,6.379682,96.297043,7.298571,,,,
305193/500000,1195,168,-63.815,4.613103,94.320068,7.330894,,,,
305527/500000,1196,334,-10.031,5.233799,96.031235,7.245343,,,,
306529/500000,1197,1002,302.15,5.624398,97.483345,7.196708,,,,
306902/500000,1198,373,4.554,7.702865,96.953239,7.372023,,,,
307193/500000,1199,291,-31.787,5.200583,97.315468,7.276304,,,,
307386/500000,1200,193,-51.374,5.991051,97.642647,7.180544,,,,
307972/500000,1201,586,59.97,5.140693,98.535767,7.215215,,,,
308402/500000,1202,430,28.802,5.308964,96.190819,7.272587,,,,
309081/500000,1203,679,103.57,7.257988,100.24678,7.209472,,,,
309508/500000,1204,427,16.378,7.310176,97.497475,7.338675,,,,
310340/500000,1205,832,159.839,4.962639,98.443207,7.443833,,,,
310569/500000,1206,229,-43.373,7.940341,104.176491,7.377213,,,,
311200/500000,1207,631,86.016,5.725001,97.67746,7.638658,,,,
311645/500000,1208,445,15.279,7.242438,100.537308,7.653796,,,,
311965/500000,1209,320,-17.835,5.672589,99.858536,7.675597,,,,
312341/500000,1210,376,39.01,6.981731,100.278839,7.693074,,,,
312794/500000,1211,453,33.638,7.315334,102.351982,7.410671,,,,
313074/500000,1212,280,-18.535,4.523023,98.415627,7.766716,,,,
313325/500000,1213,251,-21.946,6.964366,99.597435,7.67105,,,,
314327/500000,1214,1002,291.792,5.889291,97.44529,7.746985,,,,
315070/500000,1215,743,113.36,5.190662,96.584816,7.839268,,,,
315427/500000,1216,357,-21.332,6.780893,107.314751,7.430708,,,,
316347/500000,1217,920,190.582,5.464477,101.10392,7.702812,,,,
316520/500000,1218,173,-71.991,6.088361,103.358322,7.485597,,,,
317253/500000,1219,733,120.339,6.773092,103.214043,7.682958,,,,
317414/500000,1220,161,-44.15,5.74755,101.721138,7.649312,,,,
318017/500000,1221,603,75.083,8.091347,105.142113,7.644463,,,,
318897/500000,1222,880,186.647,5.68103,100.633423,7.703329,,,,
319651/500000,1223,754,159.512,6.95516,99.949043,7.857404,,,,
320653/500000,1224,1002,344.63,6.536599,107.783432,7.800473,,,,
321543/500000,1225,890,199.696,4.406384,105.989151,8.264848,,,,
321974/500000,1226,431,76.437,7.47268,107.182434,8.093743,,,,
322344/500000,1227,370,4.75,7.621866,110.151634,8.048244,,,,
322859/500000,1228,515,51.961,7.835907,110.629707,8.10183,,,,
323269/500000,1229,410,-2.222,7.323688,109.032547,8.0688,,,,
323601/500000,1230,332,26.116,5.416118,111.308525,8.080433,,,,
324603/500000,1231,1002,330.286,5.108586,103.940208,8.298322,,,,
324740/500000,1232,137,-71.004,9.182453,110.253914,8.22682,,,,
325265/500000,1233,525,60.843,6.644573,107.238136,8.330544,,,,
325728/500000,1234,463,47.017,6.800837,110.624344,8.141785,,,,
326730/500000,1235,1002,341.729,5.181581,106.352768,8.293429,,,,
327675/500000,1236,945,192.029,5.168592,105.725609,8.323404,,,,
328085/500000,1237,410,30.998,4.802028,103.014709,8.404055,,,,
328374/500000,1238,289,-37.543,3.23618,105.322708,8.276814,,,,
328826/500000,1239,452,28.331,7.153854,110.742508,8.09146,,,,
328916/500000,1240,90,-92.931,10.310511,113.644096,8.182724,,,,
329780/500000,1241,864,135.014,7.125653,110.21917,8.140528,,,,
330304/500000,1242,524,32.414,5.081061,109.715218,8.35605,,,,
330465/500000,1243,161,-59.275,5.756546,115.627983,8.394281,,,,
331467/500000,1244,1002,321.062,6.135836,111.397476,8.616965,,,,
332217/500000,1245,750,122.351,5.995402,107.223572,8.840075,,,,
332665/500000,1246,448,16.488,6.975989,108.057236,8.804147,,,,
332714/500000,1247,49,-95.064,1.273229,101.878815,8.666702,,,,
333716/500000,1248,1002,328.626,5.348805,108.041611,8.673138,,,,
334718/500000,1249,1002,359.43,6.410492,110.436172,8.656597,,,,
334963/500000,1250,245,-36.56,8.765149,111.77124,8.520352,,,,
335957/500000,1251,994,218.775,5.354946,108.841713,8.732136,,,,
336427/500000,1252,470,37.694,3.462025,104.272705,8.83219,,,,
337429/500000,1253,1002,307.548,4.537516,106.576508,8.832371,,,,
337494/500000,1254,65,-94.185,6.783471,104.446281,8.740287,,,,
337804/500000,1255,310,-4.701,5.382902,108.823715,8.760437,,,,
338806/500000,1256,1002,290.894,6.776204,108.948036,8.781313,,,,
339355/500000,1257,549,46.9,5.145111,108.986237,8.7994,,,,
339554/500000,1258,199,-60.223,7.897408,108.081406,8.792024,,,,
340351/500000,1259,797,171.617,3.700194,106.314331,9.091465,,,,
340930/500000,1260,579,74.008,6.93747,111.432655,9.218802,,,,
341539/500000,1261,609,56.84,8.58917,114.853065,9.092801,,,,
341889/500000,1262,350,-9.649,4.920053,112.138954,9.164212,,,,
342176/500000,1263,287,-9.033,6.723709,111.168205,9.285299,,,,
342247/500000,1264,71,-94.504,3.962384,113.207748,9.366571,,,,
342389/500000,1265,142,-72.781,2.716519,110.25708,9.350534,,,,
343218/500000,1266,829,186.897,5.864463,109.89901,9.29221,,,,
344054/500000,1267,836,151.078,5.609277,113.413391,9.274803,,,,
344461/500000,1268,407,28.917,5.650585,110.329163,9.517809,,,,
344610/500000,1269,149,-81.843,7.389197,112.354614,9.33641,,,,
344793/500000,1270,183,-58.71,6.553468,110.939346,9.390016,,,,
345521/500000,1271,728,121.041,5.863859,112.326881,9.274447,,,,
346288/500000,1272,767,122.666,5.594215,114.167679,9.380248,,,,
346563/500000,1273,275,-16.52,4.0731,116.7621,9.18428,,,,
346809/500000,1274,246,7.014,4.791643,114.724228,9.265752,,,,
346887/500000,1275,78,-93.799,10.470456,111.282074,9.195076,,,,
347889/500000,1276,1002,313.916,6.091382,112.861893,9.341261,,,,
348149/500000,1277,260,-36.417,5.64491,113.283165,9.459445,,,,
349151/500000,1278,1002,355.301,8.196151,114.977165,9.223366,,,,
350004/500000,1279,853,143.856,5.989037,111.918777,9.430614,,,,
350795/500000,1280,791,165.837,5.352123,115.941444,9.650691,,,,
351322/500000,1281,527,115.805,5.085292,115.8144,9.652392,,,,
351429/500000,1282,107,-89.573,5.502727,117.28672,9.661458,,,,
351486/500000,1283,57,-94.295,2.833112,121.720146,9.676523,,,,
351954/500000,1284,468,32.325,5.728617,117.692307,9.64888,,,,
352109/500000,1285,155,-64.218,6.205163,118.92897,9.654794,,,,
352458/500000,1286,349,10.448,5.456925,114.904236,9.671654,,,,
353179/500000,1287,721,117.442,4.783815,116.686111,9.799148,,,,
353820/500000,1288,641,82.914,6.051814,118.08773,9.67907,,,,
354822/500000,1289,1002,299.954,6.31849,115.636803,9.745487,,,,
355311/500000,1290,489,61.581,3.627599,114.220856,9.850288,,,,
355877/500000,1291,566,88.573,5.705823,115.263275,9.816978,,,,
356024/500000,1292,147,-52.04,4.82009,107.956726,10.23945,,,,
356270/500000,1293,246,-20.391,8.455239,117.881027,9.777341,,,,
356444/500000,1294,174,-14.037,4.09875,113.879601,9.931085,,,,
356660/500000,1295,216,-38.379,6.59772,114.824181,9.819885,,,,
357651/500000,1296,991,207.465,4.427082,116.232353,9.798917,,,,
358653/500000,1297,1002,316.096,5.930959,115.719002,9.79205,,,,
359610/500000,1298,957,159.162,5.990308,113.968781,9.879663,,,,
360612/500000,1299,1002,283.352,4.442824,115.8088,10.067905,,,,
361338/500000,1300,726,157.852,6.228992,118.583832,10.218946,,,,
361989/500000,1301,651,102.188,6.77633,120.65078,10.066649,,,,
362378/500000,1302,389,9.041,5.31332,118.809364,10.225702,,,,
363380/500000,1303,1002,311.183,5.42101,117.04554,10.38001,,,,
364117/500000,1304,737,128.331,7.23693,119.064186,10.248233,,,,
364612/500000,1305,495,40.148,6.806189,119.400414,10.250546,,,,
365614/500000,1306,1002,320.549,5.958525,118.299545,10.178263,,,,
366616/500000,1307,1002,326.377,5.771826,116.964737,10.223702,,,,
367025/500000,1308,409,24.771,5.626261,118.017937,10.222466,,,,
367170/500000,1309,145,-77.916,3.931056,118.137848,10.211702,,,,
368172/500000,1310,1002,301.855,7.730941,117.816589,10.236839,,,,
368294/500000,1311,122,-82.967,2.729103,116.141121,10.2971,,,,
368463/500000,1312,169,-58.701,3.12409,114.600174,10.235983,,,,
369465/500000,1313,1002,274.425,8.897319,118.396385,10.163501,,,,
369649/500000,1314,184,-48.358,7.172526,115.696533,10.329048,,,,
369715/500000,1315,66,-93.855,7.362679,114.727036,10.558256,,,,
370607/500000,1316,892,209.039,6.315186,120.188683,10.463281,,,,
370998/500000,1317,391,-4.437,7.374324,120.055923,10.593525,,,,
372000/500000,1318,1002,289.939,7.429938,120.527634,10.573051,,,,
372188/500000,1319,188,-60.58,11.223117,122.462021,10.331989,,,,
372709/500000,1320,521,48.847,4.502928,117.594513,10.590824,,,,
372912/500000,1321,203,-45.15,5.857129,120.409599,10.591411,,,,
373914/500000,1322,1002,263.177,8.035076,118.851456,10.585774,,,,
374164/500000,1323,250,-33.242,6.291733,116.057144,10.599113,,,,
374534/500000,1324,370,-4.248,5.012353,117.747726,10.398674,,,,
374831/500000,1325,297,-30.748,7.956893,117.861534,10.627443,,,,
375001/500000,1326,170,-54.878,5.552833,124.218857,10.446161,,,,
375074/500000,1327,73,-94.758,9.393027,114.426117,10.726864,,,,
376076/500000,1328,1002,285.111,6.703714,118.828682,10.620464,,,,
376347/500000,1329,271,7.507,3.25093,117.7593,10.629565,,,,
377349/500000,1330,1002,318.254,7.759591,120.230316,10.514682,,,,
377937/500000,1331,588,50.826,6.968793,119.840668,10.67661,,,,
378278/500000,1332,341,6.009,7.291264,118.057518,10.622779,,,,
379280/500000,1333,1002,273.414,6.949154,119.322006,10.612516,,,,
379812/500000,1334,532,65.716,8.19874,120.974251,10.594534,,,,
380389/500000,1335,577,80.33,8.242818,120.193512,10.726043,,,,
380763/500000,1336,374,5.07,5.862439,121.408684,10.661944,,,,
381765/500000,1337,1002,318.693,5.437565,122.609299,10.775815,,,,
382067/500000,1338,302,-16.191,6.048713,122.010811,10.713237,,,,
382740/500000,1339,673,83.963,7.310369,121.897415,10.754128,,,,
383374/500000,1340,634,78.662,8.059465,124.0224,10.670506,,,,
383566/500000,1341,192,-68.74,5.282595,121.540924,10.979634,,,,
383971/500000,1342,405,59.066,5.068403,121.966972,10.707178,,,,
384266/500000,1343,295,-22.415,4.479074,121.609108,10.797534,,,,
384997/500000,1344,731,105.925,7.925185,123.984741,10.75194,,,,
385451/500000,1345,454,32.972,6.11174,125.912224,10.701686,,,,
386081/500000,1346,630,72.918,8.245057,126.762352,10.709566,,,,
386128/500000,1347,47,-95.478,3.088236,121.822868,10.693884,,,,
386834/500000,1348,706,133.986,3.942651,122.947838,10.72341,,,,
387172/500000,1349,338,-2.853,5.154922,127.455063,10.794663,,,,
387804/500000,1350,632,100.763,8.907203,128.101486,10.554821,,,,
388806/500000,1351,1002,295.868,7.61175,125.164162,10.708987,,,,
389031/500000,1352,225,-42.28,4.783726,123.95993,10.778292,,,,
389512/500000,1353,481,21.308,7.785576,127.24192,10.697372,,,,
389783/500000,1354,271,-32.846,3.550448,122.098763,10.817484,,,,
390785/500000,1355,1002,287.551,5.228628,122.323151,10.859328,,,,
391694/500000,1356,909,187.264,5.651106,121.256821,10.958276,,,,
391848/500000,1357,154,-64.525,4.398746,124.94426,10.767756,,,,
392617/500000,1358,769,135.647,6.31752,121.941246,10.901977,,,,
392883/500000,1359,266,-19.065,6.177485,126.835083,10.900275,,,,
393687/500000,1360,804,163.361,6.223661,123.630966,10.901612,,,,
394423/500000,1361,736,110.879,7.860655,124.253098,10.879746,,,,
395225/500000,1362,802,134.184,7.489389,123.739555,10.869637,,,,
396227/500000,1363,1002,328.894,6.543067,124.478668,10.934802,,,,
397229/500000,1364,1002,318.4,5.471358,122.537422,11.081209,,,,
398231/500000,1365,1002,291.824,7.152107,124.530212,10.947441,,,,
398439/500000,1366,208,-53.127,3.714674,121.207184,11.170298,,,,
398725/500000,1367,286,-1.487,4.765808,120.048897,11.133912,,,,
399401/500000,1368,676,129.219,6.687046,123.439072,11.021547,,,,
400237/500000,1369,836,169.952,5.486043,124.551033,11.152745,,,,
400592/500000,1370,355,-16.423,2.610724,126.728325,11.485464,,,,
401594/500000,1371,1002,243.666,7.882703,128.82225,11.372164,,,,
402596/500000,1372,1002,285.43,5.114716,124.379868,11.523051,,,,
403381/500000,1373,785,110.752,7.265242,127.068413,11.447597,,,,
404383/500000,1374,1002,302.894,4.513503,127.321648,11.526819,,,,
404738/500000,1375,355,14.212,4.91765,126.326935,11.645055,,,,
404825/500000,1376,87,-92.848,12.090076,132.555389,11.193552,,,,
405424/500000,1377,599,80.744,4.742885,127.512466,11.480506,,,,
406214/500000,1378,790,88.255,6.398004,130.761688,11.385509,,,,
406278/500000,1379,64,-94.139,6.39602,127.457504,11.353471,,,,
407280/500000,1380,1002,271.886,5.468096,125.432091,11.540631,,,,
408227/500000,1381,947,169.465,4.397914,126.285217,11.614571,,,,
408610/500000,1382,383,-5.487,6.255561,127.043968,11.531904,,,,
409612/500000,1383,1002,274.285,5.472844,127.210831,11.429228,,,,
410253/500000,1384,641,70.585,3.29532,128.296143,11.814659,,,,
411255/500000,1385,1002,265.895,4.70039,131.734009,12.057074,,,,
411675/500000,1386,420,32.465,3.782228,132.148376,11.848512,,,,
412542/500000,1387,867,136.557,6.453673,133.010834,11.971917,,,,
413544/500000,1388,1002,266.189,6.637675,134.635818,12.034094,,,,
414546/500000,1389,1002,268.109,6.436233,134.097168,12.008927,,,,
414736/500000,1390,190,-26.775,5.463791,132.283539,12.045086,,,,
415419/500000,1391,683,77.263,4.195214,129.801285,12.081488,,,,
415850/500000,1392,431,-1.255,3.030447,131.963898,11.951437,,,,
415947/500000,1393,97,-89.638,1.918755,127.304619,12.488359,,,,
416284/500000,1394,337,-17.724,3.757428,128.764236,12.006437,,,,
416397/500000,1395,113,-85.648,4.087183,131.630386,11.953411,,,,
417299/500000,1396,902,152.621,5.935548,130.299072,12.00511,,,,
418033/500000,1397,734,90.671,4.250303,130.653336,12.074272,,,,
418651/500000,1398,618,106.721,5.337079,131.10202,11.95675,,,,
418802/500000,1399,151,-59.395,4.805739,130.439331,12.178749,,,,
419804/500000,1400,1002,269.029,4.336801,130.611481,12.007626,,,,
419917/500000,1401,113,-83.148,3.465936,125.587105,12.18632,,,,
420919/500000,1402,1002,265.361,6.861997,134.725327,12.121732,,,,
421921/500000,1403,1002,270.429,6.730263,132.933228,12.2917,,,,
422417/500000,1404,496,11.027,5.346812,136.129562,12.307389,,,,
422702/500000,1405,285,-29.871,4.967683,131.79216,12.376117,,,,
423467/500000,1406,765,107.821,4.511579,130.607559,12.461944,,,,
424439/500000,1407,972,151.954,5.980765,133.531952,12.279678,,,,
424830/500000,1408,391,-1.805,5.104099,135.639496,12.170681,,,,
425352/500000,1409,522,10.802,5.669279,132.922363,12.23208,,,,
425903/500000,1410,551,54.715,4.031855,130.181381,12.412264,,,,
426905/500000,1411,1002,280.198,4.315221,131.764908,12.385642,,,,
427907/500000,1412,1002,244.162,3.970442,130.945602,12.46248,,,,
428589/500000,1413,682,56.376,6.636867,133.723404,12.50691,,,,
429365/500000,1414,776,111.586,4.800375,132.9422,12.470923,,,,
430367/500000,1415,1002,255.999,4.939773,136.199661,12.572367,,,,
430493/500000,1416,126,-80.41,5.833613,139.065903,12.665972,,,,
431495/500000,1417,1002,256.545,4.964536,137.207382,12.846926,,,,
432497/500000,1418,1002,249.566,4.88549,138.01503,12.856114,,,,
432845/500000,1419,348,-12.7,4.195808,139.16217,12.792784,,,,
433687/500000,1420,842,92.645,5.491644,137.821716,12.934343,,,,
434153/500000,1421,466,24.954,3.877297,137.687027,13.065089,,,,
435155/500000,1422,1002,238.503,3.473251,139.168655,12.962104,,,,
435232/500000,1423,77,-94.051,14.856607,146.645569,12.7166,,,,
436234/500000,1424,1002,249.607,4.721759,138.47554,12.955317,,,,
437236/500000,1425,1002,251.464,5.29908,139.194168,12.940116,,,,
437364/500000,1426,128,-80.729,5.164501,138.269516,12.958652,,,,
438366/500000,1427,1002,248.002,2.839593,136.834396,13.025551,,,,
438788/500000,1428,422,-7.638,6.236504,139.333344,13.023306,,,,
439790/500000,1429,1002,252.625,5.125499,138.778946,12.939081,,,,
440792/500000,1430,1002,251.035,3.343184,140.564194,13.295431,,,,
441055/500000,1431,263,-52.368,5.09487,145.739182,13.119866,,,,
441411/500000,1432,356,-19.474,4.799957,143.827713,13.131723,,,,
442413/500000,1433,1002,237.641,3.268567,143.141998,13.212763,,,,
443070/500000,1434,657,59.432,4.659184,141.516479,13.314935,,,,
443329/500000,1435,259,-26.742,2.286052,144.678116,13.110161,,,,
443493/500000,1436,164,-73.875,6.595653,144.695312,13.199713,,,,
444495/500000,1437,1002,264.49,3.732028,140.71756,13.255675,,,,
445401/500000,1438,906,133.059,3.9545,142.979904,13.154058,,,,
446120/500000,1439,719,95.429,4.534182,141.194427,13.238605,,,,
446946/500000,1440,826,94.114,4.614255,143.710358,13.146382,,,,
447284/500000,1441,338,-20.981,3.587162,141.867279,13.221272,,,,
447582/500000,1442,298,-35.439,3.255667,141.560455,13.147299,,,,
448584/500000,1443,1002,232.284,4.191869,142.77533,13.001977,,,,
449586/500000,1444,1002,235.923,5.481495,142.819183,13.040431,,,,
449666/500000,1445,80,-92.321,0.635166,138.189178,12.82005,,,,
450425/500000,1446,759,128.164,3.369078,144.961441,13.265592,,,,
451427/500000,1447,1002,310.431,2.884906,148.439346,13.384522,,,,
451917/500000,1448,490,19.416,2.713865,149.355576,13.400437,,,,
452919/500000,1449,1002,276.147,5.144099,151.053513,13.364882,,,,
453921/500000,1450,1002,234.252,3.365173,148.289505,13.402082,,,,
454105/500000,1451,184,-61.696,5.07571,149.341141,13.233545,,,,
454489/500000,1452,384,-14.888,3.673659,148.212555,13.189046,,,,
455391/500000,1453,902,135.009,4.352461,149.219406,13.348648,,,,
456393/500000,1454,1002,248.689,4.58991,149.186874,13.302768,,,,
457235/500000,1455,842,87.361,4.427973,148.666367,13.29279,,,,
457818/500000,1456,583,53.944,3.731377,147.184875,13.364071,,,,
458428/500000,1457,610,59.412,4.930986,150.596024,13.16698,,,,
459315/500000,1458,887,112.785,3.838583,147.409058,13.26389,,,,
459916/500000,1459,601,40.865,5.077743,147.869873,13.158807,,,,
460918/500000,1460,1002,239.565,4.076762,151.400497,13.506579,,,,
461920/500000,1461,1002,240.531,3.177867,151.923965,13.480507,,,,
462922/500000,1462,1002,221.961,3.642962,154.019333,13.424099,,,,
463924/500000,1463,1002,231.807,4.77182,153.843597,13.380233,,,,
464490/500000,1464,566,46.834,2.961328,152.62178,13.38323,,,,
464606/500000,1465,116,-87.111,3.036901,150.791275,13.539305,,,,
465608/500000,1466,1002,237.952,3.328341,154.814499,13.444898,,,,
466610/500000,1467,1002,240.276,4.13803,155.539612,13.459987,,,,
467612/500000,1468,1002,257.849,3.182516,153.36969,13.603554,,,,
467871/500000,1469,259,-52.521,1.326844,152.633682,13.710002,,,,
468527/500000,1470,656,72.23,1.906751,155.03273,13.62896,,,,
468682/500000,1471,155,-70.617,4.239278,154.402069,13.354105,,,,
469684/500000,1472,1002,311.318,2.886038,155.021637,13.538948,,,,
470172/500000,1473,488,38.758,2.752173,158.575272,13.617733,,,,
471174/500000,1474,1002,264.076,2.662895,162.435135,13.838542,,,,
471487/500000,1475,313,6.784,2.630095,162.857559,13.917716,,,,
472119/500000,1476,632,55.579,2.131732,162.57634,13.935009,,,,
473121/500000,1477,1002,237.259,2.929361,163.781464,13.769369,,,,
474123/500000,1478,1002,265.589,2.703213,161.708359,13.939511,,,,
474316/500000,1479,193,-60.842,0.625651,162.3116,13.840023,,,,
475318/500000,1480,1002,278.627,2.79529,160.454758,13.898056,,,,
475530/500000,1481,212,-59.01,1.834132,163.634506,13.790117,,,,
475724/500000,1482,194,-49.7,2.095837,160.062393,13.965238,,,,
476073/500000,1483,349,-27.164,1.311969,161.115952,13.859734,,,,
477075/500000,1484,1002,252.952,2.956052,163.270462,13.764167,,,,
477166/500000,1485,91,-92.265,0.438798,158.597321,13.995959,,,,
477901/500000,1486,735,82.942,3.641655,165.086914,13.728721,,,,
478903/500000,1487,1002,257.24,2.885014,162.926086,13.667007,,,,
479597/500000,1488,694,107.224,2.814415,163.982712,13.792699,,,,
480599/500000,1489,1002,294.415,3.47437,167.088928,14.024837,,,,
480929/500000,1490,330,1.172,2.636014,170.881363,14.082067,,,,
481931/500000,1491,1002,260.821,2.724248,170.14537,14.193683,,,,
482129/500000,1492,198,-61.492,0.993409,166.677277,14.329454,,,,
482763/500000,1493,634,54.987,2.819611,170.258102,14.015675,,,,
483638/500000,1494,875,114.052,2.556211,169.873718,14.032469,,,,
484640/500000,1495,1002,244.918,3.132875,170.466293,14.003618,,,,
485115/500000,1496,475,11.596,2.79852,167.414688,14.146965,,,,
486117/500000,1497,1002,259.391,3.184246,169.368988,14.112364,,,,
486657/500000,1498,540,11.819,2.174175,168.087738,14.016226,,,,
487028/500000,1499,371,-12.486,3.356297,169.238632,14.011936,,,,
487122/500000,1500,94,-88.614,4.685819,172.219147,14.255925,,,,
487593/500000,1501,471,12.434,4.089838,170.553772,14.132119,,,,
488461/500000,1502,868,97.038,2.80902,168.308578,14.190857,,,,
488683/500000,1503,222,-54.132,2.666552,170.260834,14.074639,,,,
489484/500000,1504,801,86.301,2.843612,171.352737,14.262718,,,,
490486/500000,1505,1002,221.083,3.666057,170.922134,14.303625,,,,
491399/500000,1506,913,137.845,3.082194,174.900528,14.497334,,,,
492401/500000,1507,1002,237.363,4.20623,178.769302,14.488189,,,,
493403/500000,1508,1002,258.94,2.725498,174.009842,14.508692,,,,
493610/500000,1509,207,-62.977,2.254591,173.882278,14.722935,,,,
494249/500000,1510,639,42.032,2.233284,174.222427,14.587626,,,,
494771/500000,1511,522,31.114,2.009744,173.142654,14.693617,,,,
495464/500000,1512,693,54.214,3.185348,172.069992,14.613013,,,,
496466/500000,1513,1002,234.249,3.934278,173.140182,14.579614,,,,
497094/500000,1514,628,47.377,5.645248,176.657761,14.541852,,,,
